date,stock_code,direction,score,events,industries,confidence,reasons
2026-08-18,6505.TW,BUY,7.65,通膨上升 | 戰爭升溫 | 油價上升,油電燃氣,0.9,"通膨上升 → 油電燃氣（高強度利多, 信心100%, 短期） / 戰爭升溫 → 油電燃氣（高強度利多, 信心100%, 即時） / 油價上升 → 油電燃氣（高強度利多, 信心70%, 即時）"
2026-08-18,8917.TW,BUY,7.65,通膨上升 | 戰爭升溫 | 油價上升,油電燃氣,0.9,"通膨上升 → 油電燃氣（高強度利多, 信心100%, 短期） / 戰爭升溫 → 油電燃氣（高強度利多, 信心100%, 即時） / 油價上升 → 油電燃氣（高強度利多, 信心70%, 即時）"
2026-08-18,2317.TW,SELL,-4.95,記憶體漲價 | 景氣轉弱 | 關稅/貿易戰 | 通膨上升 | 航運運價上升,電子零組件,0.94,"記憶體漲價 → 電子零組件（中強度利空, 信心100%, 短期） / 景氣轉弱 → 電子零組件（高強度利空, 信心100%, 中期） / 關稅/貿易戰 → 電子零組件（高強度利多, 信心100%, 中期） / 通膨上升 → 電子零組件（高強度利空, 信心100%, 短期） / 航運運價上升 → 電子零組件（低強度利空, 信心70%, 即時）"
2026-08-18,2327.TW,SELL,-4.95,記憶體漲價 | 景氣轉弱 | 關稅/貿易戰 | 通膨上升 | 航運運價上升,電子零組件,0.94,"記憶體漲價 → 電子零組件（中強度利空, 信心100%, 短期） / 景氣轉弱 → 電子零組件（高強度利空, 信心100%, 中期） / 關稅/貿易戰 → 電子零組件（高強度利多, 信心100%, 中期） / 通膨上升 → 電子零組件（高強度利空, 信心100%, 短期） / 航運運價上升 → 電子零組件（低強度利空, 信心70%, 即時）"
2026-08-18,3037.TW,SELL,-4.95,記憶體漲價 | 景氣轉弱 | 關稅/貿易戰 | 通膨上升 | 航運運價上升,電子零組件,0.94,"記憶體漲價 → 電子零組件（中強度利空, 信心100%, 短期） / 景氣轉弱 → 電子零組件（高強度利空, 信心100%, 中期） / 關稅/貿易戰 → 電子零組件（高強度利多, 信心100%, 中期） / 通膨上升 → 電子零組件（高強度利空, 信心100%, 短期） / 航運運價上升 → 電子零組件（低強度利空, 信心70%, 即時）"
2026-08-18,2880.TW,BUY,4.0,升息 | 戰爭升溫,金融,1.0,"升息 → 金融（中強度利多, 信心100%, 即時） / 戰爭升溫 → 金融（中強度利多, 信心100%, 即時）"
2026-08-18,2881.TW,BUY,4.0,升息 | 戰爭升溫,金融,1.0,"升息 → 金融（中強度利多, 信心100%, 即時） / 戰爭升溫 → 金融（中強度利多, 信心100%, 即時）"
2026-08-18,2882.TW,BUY,4.0,升息 | 戰爭升溫,金融,1.0,"升息 → 金融（中強度利多, 信心100%, 即時） / 戰爭升溫 → 金融（中強度利多, 信心100%, 即時）"
2026-08-18,2884.TW,BUY,4.0,升息 | 戰爭升溫,金融,1.0,"升息 → 金融（中強度利多, 信心100%, 即時） / 戰爭升溫 → 金融（中強度利多, 信心100%, 即時）"
2026-08-18,2886.TW,BUY,4.0,升息 | 戰爭升溫,金融,1.0,"升息 → 金融（中強度利多, 信心100%, 即時） / 戰爭升溫 → 金融（中強度利多, 信心100%, 即時）"
2026-08-18,2382.TW,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-08-18,2356.TW,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-08-18,2308.TW,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-08-18,3017.TW,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-08-18,6669.TWO,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-08-18,2515.TW,SELL,-3.0,升息,建材營造,1.0,"升息 → 建材營造（高強度利空, 信心100%, 即時）"
