date,stock_code,direction,score,events,industries,confidence,reasons
2026-05-12,6505.TW,BUY,8.55,戰爭升溫 | 油價上升 | 通膨上升,油電燃氣,1.0,"戰爭升溫 → 油電燃氣（高強度利多, 信心100%, 即時） / 油價上升 → 油電燃氣（高強度利多, 信心100%, 即時） / 通膨上升 → 油電燃氣（高強度利多, 信心100%, 短期）"
2026-05-12,8917.TW,BUY,8.55,戰爭升溫 | 油價上升 | 通膨上升,油電燃氣,1.0,"戰爭升溫 → 油電燃氣（高強度利多, 信心100%, 即時） / 油價上升 → 油電燃氣（高強度利多, 信心100%, 即時） / 通膨上升 → 油電燃氣（高強度利多, 信心100%, 短期）"
2026-05-12,2344.TW,BUY,6.04,AI熱潮 | 關稅/貿易戰 | 景氣轉弱 | 降息 | 記憶體漲價 | 美元升值,半導體 | 記憶體,0.95,"AI熱潮 → 半導體（高強度利多, 信心100%, 即時） / 關稅/貿易戰 → 半導體（高強度利空, 信心100%, 中期） / 景氣轉弱 → 半導體（中強度利空, 信心100%, 中期） / 降息 → 半導體（高強度利多, 信心100%, 短期） / 記憶體漲價 → 記憶體（高強度利多, 信心100%, 短期） / 美元升值 → 半導體（中強度利多, 信心70%, 短期）"
2026-05-12,2317.TW,SELL,-4.95,關稅/貿易戰 | 通膨上升 | 景氣轉弱 | 記憶體漲價 | 航運運價上升,電子零組件,0.94,"關稅/貿易戰 → 電子零組件（高強度利多, 信心100%, 中期） / 通膨上升 → 電子零組件（高強度利空, 信心100%, 短期） / 景氣轉弱 → 電子零組件（高強度利空, 信心100%, 中期） / 記憶體漲價 → 電子零組件（中強度利空, 信心100%, 短期） / 航運運價上升 → 電子零組件（低強度利空, 信心70%, 即時）"
2026-05-12,2327.TW,SELL,-4.95,關稅/貿易戰 | 通膨上升 | 景氣轉弱 | 記憶體漲價 | 航運運價上升,電子零組件,0.94,"關稅/貿易戰 → 電子零組件（高強度利多, 信心100%, 中期） / 通膨上升 → 電子零組件（高強度利空, 信心100%, 短期） / 景氣轉弱 → 電子零組件（高強度利空, 信心100%, 中期） / 記憶體漲價 → 電子零組件（中強度利空, 信心100%, 短期） / 航運運價上升 → 電子零組件（低強度利空, 信心70%, 即時）"
2026-05-12,3037.TW,SELL,-4.95,關稅/貿易戰 | 通膨上升 | 景氣轉弱 | 記憶體漲價 | 航運運價上升,電子零組件,0.94,"關稅/貿易戰 → 電子零組件（高強度利多, 信心100%, 中期） / 通膨上升 → 電子零組件（高強度利空, 信心100%, 短期） / 景氣轉弱 → 電子零組件（高強度利空, 信心100%, 中期） / 記憶體漲價 → 電子零組件（中強度利空, 信心100%, 短期） / 航運運價上升 → 電子零組件（低強度利空, 信心70%, 即時）"
2026-05-12,2603.TW,SELL,-3.9,戰爭升溫 | 油價上升 | 航運運價上升,交通運輸及航運,0.9,"戰爭升溫 → 交通運輸及航運（高強度利空, 信心100%, 即時） / 油價上升 → 交通運輸及航運（高強度利空, 信心100%, 即時） / 航運運價上升 → 交通運輸及航運（高強度利多, 信心70%, 即時）"
2026-05-12,2609.TW,SELL,-3.9,戰爭升溫 | 油價上升 | 航運運價上升,交通運輸及航運,0.9,"戰爭升溫 → 交通運輸及航運（高強度利空, 信心100%, 即時） / 油價上升 → 交通運輸及航運（高強度利空, 信心100%, 即時） / 航運運價上升 → 交通運輸及航運（高強度利多, 信心70%, 即時）"
2026-05-12,2615.TW,SELL,-3.9,戰爭升溫 | 油價上升 | 航運運價上升,交通運輸及航運,0.9,"戰爭升溫 → 交通運輸及航運（高強度利空, 信心100%, 即時） / 油價上升 → 交通運輸及航運（高強度利空, 信心100%, 即時） / 航運運價上升 → 交通運輸及航運（高強度利多, 信心70%, 即時）"
2026-05-12,2618.TW,SELL,-3.9,戰爭升溫 | 油價上升 | 航運運價上升,交通運輸及航運,0.9,"戰爭升溫 → 交通運輸及航運（高強度利空, 信心100%, 即時） / 油價上升 → 交通運輸及航運（高強度利空, 信心100%, 即時） / 航運運價上升 → 交通運輸及航運（高強度利多, 信心70%, 即時）"
