date,stock_code,direction,score,events,industries,confidence,reasons
2026-04-28,6505.TW,BUY,8.55,通膨上升 | 戰爭升溫 | 油價上升,油電燃氣,1.0,"通膨上升 → 油電燃氣（高強度利多, 信心100%, 短期） / 戰爭升溫 → 油電燃氣（高強度利多, 信心100%, 即時） / 油價上升 → 油電燃氣（高強度利多, 信心100%, 即時）"
2026-04-28,8917.TW,BUY,8.55,通膨上升 | 戰爭升溫 | 油價上升,油電燃氣,1.0,"通膨上升 → 油電燃氣（高強度利多, 信心100%, 短期） / 戰爭升溫 → 油電燃氣（高強度利多, 信心100%, 即時） / 油價上升 → 油電燃氣（高強度利多, 信心100%, 即時）"
2026-04-28,2603.TW,SELL,-6.0,戰爭升溫 | 油價上升,交通運輸及航運,1.0,"戰爭升溫 → 交通運輸及航運（高強度利空, 信心100%, 即時） / 油價上升 → 交通運輸及航運（高強度利空, 信心100%, 即時）"
2026-04-28,2609.TW,SELL,-6.0,戰爭升溫 | 油價上升,交通運輸及航運,1.0,"戰爭升溫 → 交通運輸及航運（高強度利空, 信心100%, 即時） / 油價上升 → 交通運輸及航運（高強度利空, 信心100%, 即時）"
2026-04-28,2615.TW,SELL,-6.0,戰爭升溫 | 油價上升,交通運輸及航運,1.0,"戰爭升溫 → 交通運輸及航運（高強度利空, 信心100%, 即時） / 油價上升 → 交通運輸及航運（高強度利空, 信心100%, 即時）"
2026-04-28,2618.TW,SELL,-6.0,戰爭升溫 | 油價上升,交通運輸及航運,1.0,"戰爭升溫 → 交通運輸及航運（高強度利空, 信心100%, 即時） / 油價上升 → 交通運輸及航運（高強度利空, 信心100%, 即時）"
2026-04-28,2317.TW,SELL,-4.32,通膨上升 | 景氣轉弱 | 記憶體漲價 | 關稅/貿易戰,電子零組件,0.85,"通膨上升 → 電子零組件（高強度利空, 信心100%, 短期） / 景氣轉弱 → 電子零組件（高強度利空, 信心100%, 中期） / 記憶體漲價 → 電子零組件（中強度利空, 信心70%, 短期） / 關稅/貿易戰 → 電子零組件（高強度利多, 信心70%, 中期）"
2026-04-28,2327.TW,SELL,-4.32,通膨上升 | 景氣轉弱 | 記憶體漲價 | 關稅/貿易戰,電子零組件,0.85,"通膨上升 → 電子零組件（高強度利空, 信心100%, 短期） / 景氣轉弱 → 電子零組件（高強度利空, 信心100%, 中期） / 記憶體漲價 → 電子零組件（中強度利空, 信心70%, 短期） / 關稅/貿易戰 → 電子零組件（高強度利多, 信心70%, 中期）"
2026-04-28,3037.TW,SELL,-4.32,通膨上升 | 景氣轉弱 | 記憶體漲價 | 關稅/貿易戰,電子零組件,0.85,"通膨上升 → 電子零組件（高強度利空, 信心100%, 短期） / 景氣轉弱 → 電子零組件（高強度利空, 信心100%, 中期） / 記憶體漲價 → 電子零組件（中強度利空, 信心70%, 短期） / 關稅/貿易戰 → 電子零組件（高強度利多, 信心70%, 中期）"
2026-04-28,2880.TW,BUY,4.0,升息 | 戰爭升溫,金融,1.0,"升息 → 金融（中強度利多, 信心100%, 即時） / 戰爭升溫 → 金融（中強度利多, 信心100%, 即時）"
