date,stock_code,direction,score,events,industries,confidence,reasons
2026-09-23,6505.TW,BUY,5.1,戰爭升溫 | 油價上升,油電燃氣,0.85,"戰爭升溫 → 油電燃氣（高強度利多, 信心100%, 即時） / 油價上升 → 油電燃氣（高強度利多, 信心70%, 即時）"
2026-09-23,8917.TW,BUY,5.1,戰爭升溫 | 油價上升,油電燃氣,0.85,"戰爭升溫 → 油電燃氣（高強度利多, 信心100%, 即時） / 油價上升 → 油電燃氣（高強度利多, 信心70%, 即時）"
2026-09-23,2603.TW,SELL,-5.1,戰爭升溫 | 油價上升,交通運輸及航運,0.85,"戰爭升溫 → 交通運輸及航運（高強度利空, 信心100%, 即時） / 油價上升 → 交通運輸及航運（高強度利空, 信心70%, 即時）"
2026-09-23,2609.TW,SELL,-5.1,戰爭升溫 | 油價上升,交通運輸及航運,0.85,"戰爭升溫 → 交通運輸及航運（高強度利空, 信心100%, 即時） / 油價上升 → 交通運輸及航運（高強度利空, 信心70%, 即時）"
2026-09-23,2615.TW,SELL,-5.1,戰爭升溫 | 油價上升,交通運輸及航運,0.85,"戰爭升溫 → 交通運輸及航運（高強度利空, 信心100%, 即時） / 油價上升 → 交通運輸及航運（高強度利空, 信心70%, 即時）"
2026-09-23,2618.TW,SELL,-5.1,戰爭升溫 | 油價上升,交通運輸及航運,0.85,"戰爭升溫 → 交通運輸及航運（高強度利空, 信心100%, 即時） / 油價上升 → 交通運輸及航運（高強度利空, 信心70%, 即時）"
2026-09-23,2330.TW,BUY,3.88,AI熱潮 | 降息 | 景氣轉弱,半導體,0.8,"AI熱潮 → 半導體（高強度利多, 信心100%, 即時） / 降息 → 半導體（高強度利多, 信心70%, 短期） / 景氣轉弱 → 半導體（中強度利空, 信心70%, 中期）"
2026-09-23,2454.TW,BUY,3.88,AI熱潮 | 降息 | 景氣轉弱,半導體,0.8,"AI熱潮 → 半導體（高強度利多, 信心100%, 即時） / 降息 → 半導體（高強度利多, 信心70%, 短期） / 景氣轉弱 → 半導體（中強度利空, 信心70%, 中期）"
2026-09-23,2303.TW,BUY,3.88,AI熱潮 | 降息 | 景氣轉弱,半導體,0.8,"AI熱潮 → 半導體（高強度利多, 信心100%, 即時） / 降息 → 半導體（高強度利多, 信心70%, 短期） / 景氣轉弱 → 半導體（中強度利空, 信心70%, 中期）"
2026-09-23,2344.TW,BUY,3.88,AI熱潮 | 降息 | 景氣轉弱,半導體,0.8,"AI熱潮 → 半導體（高強度利多, 信心100%, 即時） / 降息 → 半導體（高強度利多, 信心70%, 短期） / 景氣轉弱 → 半導體（中強度利空, 信心70%, 中期）"
2026-09-23,3711.TW,BUY,3.88,AI熱潮 | 降息 | 景氣轉弱,半導體,0.8,"AI熱潮 → 半導體（高強度利多, 信心100%, 即時） / 降息 → 半導體（高強度利多, 信心70%, 短期） / 景氣轉弱 → 半導體（中強度利空, 信心70%, 中期）"
2026-09-23,2382.TW,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-09-23,2356.TW,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-09-23,2308.TW,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-09-23,3017.TW,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-09-23,6669.TWO,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-09-23,2901.TW,SELL,-3.0,戰爭升溫,休閒娛樂,1.0,"戰爭升溫 → 休閒娛樂（高強度利空, 信心100%, 即時）"
2026-09-23,9941.TW,SELL,-3.0,戰爭升溫,休閒娛樂,1.0,"戰爭升溫 → 休閒娛樂（高強度利空, 信心100%, 即時）"
2026-09-23,3576.TWO,NEUTRAL,1.78,政策補助,綠能,0.7,"政策補助 → 綠能（高強度利多, 信心70%, 短期）"
2026-09-23,6443.TW,NEUTRAL,1.78,政策補助,綠能,0.7,"政策補助 → 綠能（高強度利多, 信心70%, 短期）"
2026-09-23,3691.TW,NEUTRAL,1.78,政策補助,綠能,0.7,"政策補助 → 綠能（高強度利多, 信心70%, 短期）"
2026-09-23,2317.TW,NEUTRAL,-1.36,景氣轉弱,電子零組件,0.7,"景氣轉弱 → 電子零組件（高強度利空, 信心70%, 中期）"
2026-09-23,2327.TW,NEUTRAL,-1.36,景氣轉弱,電子零組件,0.7,"景氣轉弱 → 電子零組件（高強度利空, 信心70%, 中期）"
2026-09-23,3037.TW,NEUTRAL,-1.36,景氣轉弱,電子零組件,0.7,"景氣轉弱 → 電子零組件（高強度利空, 信心70%, 中期）"
2026-09-23,2515.TW,NEUTRAL,1.19,降息,建材營造,0.7,"降息 → 建材營造（中強度利多, 信心70%, 短期）"
2026-09-23,5534.TW,NEUTRAL,1.19,降息,建材營造,0.7,"降息 → 建材營造（中強度利多, 信心70%, 短期）"
2026-09-23,2504.TW,NEUTRAL,1.19,降息,建材營造,0.7,"降息 → 建材營造（中強度利多, 信心70%, 短期）"
2026-09-23,2880.TW,NEUTRAL,0.81,戰爭升溫 | 降息,金融,0.85,"戰爭升溫 → 金融（中強度利多, 信心100%, 即時） / 降息 → 金融（中強度利空, 信心70%, 短期）"
2026-09-23,2881.TW,NEUTRAL,0.81,戰爭升溫 | 降息,金融,0.85,"戰爭升溫 → 金融（中強度利多, 信心100%, 即時） / 降息 → 金融（中強度利空, 信心70%, 短期）"
2026-09-23,2882.TW,NEUTRAL,0.81,戰爭升溫 | 降息,金融,0.85,"戰爭升溫 → 金融（中強度利多, 信心100%, 即時） / 降息 → 金融（中強度利空, 信心70%, 短期）"
2026-09-23,2884.TW,NEUTRAL,0.81,戰爭升溫 | 降息,金融,0.85,"戰爭升溫 → 金融（中強度利多, 信心100%, 即時） / 降息 → 金融（中強度利空, 信心70%, 短期）"
2026-09-23,2886.TW,NEUTRAL,0.81,戰爭升溫 | 降息,金融,0.85,"戰爭升溫 → 金融（中強度利多, 信心100%, 即時） / 降息 → 金融（中強度利空, 信心70%, 短期）"
