date,stock_code,direction,score,events,industries,confidence,reasons
2026-08-07,6505.TW,BUY,7.79,油價上升 | 戰爭升溫 | 通膨上升,油電燃氣,0.9,"油價上升 → 油電燃氣（高強度利多, 信心100%, 即時） / 戰爭升溫 → 油電燃氣（高強度利多, 信心100%, 即時） / 通膨上升 → 油電燃氣（高強度利多, 信心70%, 短期）"
2026-08-07,8917.TW,BUY,7.79,油價上升 | 戰爭升溫 | 通膨上升,油電燃氣,0.9,"油價上升 → 油電燃氣（高強度利多, 信心100%, 即時） / 戰爭升溫 → 油電燃氣（高強度利多, 信心100%, 即時） / 通膨上升 → 油電燃氣（高強度利多, 信心70%, 短期）"
2026-08-07,2603.TW,SELL,-6.0,油價上升 | 戰爭升溫,交通運輸及航運,1.0,"油價上升 → 交通運輸及航運（高強度利空, 信心100%, 即時） / 戰爭升溫 → 交通運輸及航運（高強度利空, 信心100%, 即時）"
2026-08-07,2609.TW,SELL,-6.0,油價上升 | 戰爭升溫,交通運輸及航運,1.0,"油價上升 → 交通運輸及航運（高強度利空, 信心100%, 即時） / 戰爭升溫 → 交通運輸及航運（高強度利空, 信心100%, 即時）"
2026-08-07,2615.TW,SELL,-6.0,油價上升 | 戰爭升溫,交通運輸及航運,1.0,"油價上升 → 交通運輸及航運（高強度利空, 信心100%, 即時） / 戰爭升溫 → 交通運輸及航運（高強度利空, 信心100%, 即時）"
2026-08-07,2618.TW,SELL,-6.0,油價上升 | 戰爭升溫,交通運輸及航運,1.0,"油價上升 → 交通運輸及航運（高強度利空, 信心100%, 即時） / 戰爭升溫 → 交通運輸及航運（高強度利空, 信心100%, 即時）"
2026-08-07,2382.TW,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-08-07,2356.TW,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-08-07,2308.TW,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-08-07,3017.TW,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-08-07,6669.TWO,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-08-07,2901.TW,SELL,-3.0,戰爭升溫,休閒娛樂,1.0,"戰爭升溫 → 休閒娛樂（高強度利空, 信心100%, 即時）"
2026-08-07,9941.TW,SELL,-3.0,戰爭升溫,休閒娛樂,1.0,"戰爭升溫 → 休閒娛樂（高強度利空, 信心100%, 即時）"
2026-08-07,2002.TW,BUY,2.89,美元貶值 | 通膨上升,鋼鐵,0.85,"美元貶值 → 鋼鐵（中強度利多, 信心100%, 短期） / 通膨上升 → 鋼鐵（中強度利多, 信心70%, 短期）"
2026-08-07,2006.TW,BUY,2.89,美元貶值 | 通膨上升,鋼鐵,0.85,"美元貶值 → 鋼鐵（中強度利多, 信心100%, 短期） / 通膨上升 → 鋼鐵（中強度利多, 信心70%, 短期）"
2026-08-07,2007.TW,BUY,2.89,美元貶值 | 通膨上升,鋼鐵,0.85,"美元貶值 → 鋼鐵（中強度利多, 信心100%, 短期） / 通膨上升 → 鋼鐵（中強度利多, 信心70%, 短期）"
2026-08-07,2408.TW,BUY,2.55,記憶體漲價,記憶體,1.0,"記憶體漲價 → 記憶體（高強度利多, 信心100%, 短期）"
2026-08-07,3260.TW,BUY,2.55,記憶體漲價,記憶體,1.0,"記憶體漲價 → 記憶體（高強度利多, 信心100%, 短期）"
2026-08-07,2344.TW,BUY,2.48,AI熱潮 | 美元貶值 | 記憶體漲價 | 關稅/貿易戰,半導體 | 記憶體,0.93,"AI熱潮 → 半導體（高強度利多, 信心100%, 即時） / 美元貶值 → 半導體（中強度利空, 信心100%, 短期） / 記憶體漲價 → 記憶體（高強度利多, 信心100%, 短期） / 關稅/貿易戰 → 半導體（高強度利空, 信心70%, 中期）"
2026-08-07,2317.TW,SELL,-2.12,記憶體漲價 | 通膨上升 | 關稅/貿易戰,電子零組件,0.8,"記憶體漲價 → 電子零組件（中強度利空, 信心100%, 短期） / 通膨上升 → 電子零組件（高強度利空, 信心70%, 短期） / 關稅/貿易戰 → 電子零組件（高強度利多, 信心70%, 中期）"
2026-08-07,2327.TW,SELL,-2.12,記憶體漲價 | 通膨上升 | 關稅/貿易戰,電子零組件,0.8,"記憶體漲價 → 電子零組件（中強度利空, 信心100%, 短期） / 通膨上升 → 電子零組件（高強度利空, 信心70%, 短期） / 關稅/貿易戰 → 電子零組件（高強度利多, 信心70%, 中期）"
2026-08-07,3037.TW,SELL,-2.12,記憶體漲價 | 通膨上升 | 關稅/貿易戰,電子零組件,0.8,"記憶體漲價 → 電子零組件（中強度利空, 信心100%, 短期） / 通膨上升 → 電子零組件（高強度利空, 信心70%, 短期） / 關稅/貿易戰 → 電子零組件（高強度利多, 信心70%, 中期）"
