date,stock_code,direction,score,events,industries,confidence,reasons
2026-08-05,2330.TW,SELL,-4.44,AI熱潮 | 關稅/貿易戰 | 升息 | 景氣轉弱 | 美元貶值,半導體,0.94,"AI熱潮 → 半導體（高強度利多, 信心100%, 即時） / 關稅/貿易戰 → 半導體（高強度利空, 信心100%, 中期） / 升息 → 半導體（高強度利空, 信心100%, 即時） / 景氣轉弱 → 半導體（中強度利空, 信心100%, 中期） / 美元貶值 → 半導體（中強度利空, 信心70%, 短期）"
2026-08-05,2454.TW,SELL,-4.44,AI熱潮 | 關稅/貿易戰 | 升息 | 景氣轉弱 | 美元貶值,半導體,0.94,"AI熱潮 → 半導體（高強度利多, 信心100%, 即時） / 關稅/貿易戰 → 半導體（高強度利空, 信心100%, 中期） / 升息 → 半導體（高強度利空, 信心100%, 即時） / 景氣轉弱 → 半導體（中強度利空, 信心100%, 中期） / 美元貶值 → 半導體（中強度利空, 信心70%, 短期）"
2026-08-05,2303.TW,SELL,-4.44,AI熱潮 | 關稅/貿易戰 | 升息 | 景氣轉弱 | 美元貶值,半導體,0.94,"AI熱潮 → 半導體（高強度利多, 信心100%, 即時） / 關稅/貿易戰 → 半導體（高強度利空, 信心100%, 中期） / 升息 → 半導體（高強度利空, 信心100%, 即時） / 景氣轉弱 → 半導體（中強度利空, 信心100%, 中期） / 美元貶值 → 半導體（中強度利空, 信心70%, 短期）"
2026-08-05,3711.TW,SELL,-4.44,AI熱潮 | 關稅/貿易戰 | 升息 | 景氣轉弱 | 美元貶值,半導體,0.94,"AI熱潮 → 半導體（高強度利多, 信心100%, 即時） / 關稅/貿易戰 → 半導體（高強度利空, 信心100%, 中期） / 升息 → 半導體（高強度利空, 信心100%, 即時） / 景氣轉弱 → 半導體（中強度利空, 信心100%, 中期） / 美元貶值 → 半導體（中強度利空, 信心70%, 短期）"
2026-08-05,2317.TW,SELL,-4.44,關稅/貿易戰 | 通膨上升 | 景氣轉弱 | 記憶體漲價 | 航運運價上升,電子零組件,0.88,"關稅/貿易戰 → 電子零組件（高強度利多, 信心100%, 中期） / 通膨上升 → 電子零組件（高強度利空, 信心100%, 短期） / 景氣轉弱 → 電子零組件（高強度利空, 信心100%, 中期） / 記憶體漲價 → 電子零組件（中強度利空, 信心70%, 短期） / 航運運價上升 → 電子零組件（低強度利空, 信心70%, 即時）"
2026-08-05,2327.TW,SELL,-4.44,關稅/貿易戰 | 通膨上升 | 景氣轉弱 | 記憶體漲價 | 航運運價上升,電子零組件,0.88,"關稅/貿易戰 → 電子零組件（高強度利多, 信心100%, 中期） / 通膨上升 → 電子零組件（高強度利空, 信心100%, 短期） / 景氣轉弱 → 電子零組件（高強度利空, 信心100%, 中期） / 記憶體漲價 → 電子零組件（中強度利空, 信心70%, 短期） / 航運運價上升 → 電子零組件（低強度利空, 信心70%, 即時）"
2026-08-05,3037.TW,SELL,-4.44,關稅/貿易戰 | 通膨上升 | 景氣轉弱 | 記憶體漲價 | 航運運價上升,電子零組件,0.88,"關稅/貿易戰 → 電子零組件（高強度利多, 信心100%, 中期） / 通膨上升 → 電子零組件（高強度利空, 信心100%, 短期） / 景氣轉弱 → 電子零組件（高強度利空, 信心100%, 中期） / 記憶體漲價 → 電子零組件（中強度利空, 信心70%, 短期） / 航運運價上升 → 電子零組件（低強度利空, 信心70%, 即時）"
2026-08-05,2603.TW,BUY,3.88,油價下降 | 航運運價上升,交通運輸及航運,0.7,"油價下降 → 交通運輸及航運（高強度利多, 信心70%, 短期） / 航運運價上升 → 交通運輸及航運（高強度利多, 信心70%, 即時）"
2026-08-05,2609.TW,BUY,3.88,油價下降 | 航運運價上升,交通運輸及航運,0.7,"油價下降 → 交通運輸及航運（高強度利多, 信心70%, 短期） / 航運運價上升 → 交通運輸及航運（高強度利多, 信心70%, 即時）"
2026-08-05,2615.TW,BUY,3.88,油價下降 | 航運運價上升,交通運輸及航運,0.7,"油價下降 → 交通運輸及航運（高強度利多, 信心70%, 短期） / 航運運價上升 → 交通運輸及航運（高強度利多, 信心70%, 即時）"
2026-08-05,2618.TW,BUY,3.88,油價下降 | 航運運價上升,交通運輸及航運,0.7,"油價下降 → 交通運輸及航運（高強度利多, 信心70%, 短期） / 航運運價上升 → 交通運輸及航運（高強度利多, 信心70%, 即時）"
2026-08-05,2382.TW,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-08-05,2356.TW,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-08-05,2308.TW,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-08-05,3017.TW,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-08-05,6669.TWO,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-08-05,2515.TW,SELL,-3.0,升息,建材營造,1.0,"升息 → 建材營造（高強度利空, 信心100%, 即時）"
2026-08-05,5534.TW,SELL,-3.0,升息,建材營造,1.0,"升息 → 建材營造（高強度利空, 信心100%, 即時）"
2026-08-05,2504.TW,SELL,-3.0,升息,建材營造,1.0,"升息 → 建材營造（高強度利空, 信心100%, 即時）"
2026-08-05,2002.TW,BUY,2.89,通膨上升 | 美元貶值,鋼鐵,0.85,"通膨上升 → 鋼鐵（中強度利多, 信心100%, 短期） / 美元貶值 → 鋼鐵（中強度利多, 信心70%, 短期）"
2026-08-05,2006.TW,BUY,2.89,通膨上升 | 美元貶值,鋼鐵,0.85,"通膨上升 → 鋼鐵（中強度利多, 信心100%, 短期） / 美元貶值 → 鋼鐵（中強度利多, 信心70%, 短期）"
2026-08-05,2007.TW,BUY,2.89,通膨上升 | 美元貶值,鋼鐵,0.85,"通膨上升 → 鋼鐵（中強度利多, 信心100%, 短期） / 美元貶值 → 鋼鐵（中強度利多, 信心70%, 短期）"
2026-08-05,2344.TW,SELL,-2.65,AI熱潮 | 關稅/貿易戰 | 升息 | 景氣轉弱 | 美元貶值 | 記憶體漲價,半導體 | 記憶體,0.9,"AI熱潮 → 半導體（高強度利多, 信心100%, 即時） / 關稅/貿易戰 → 半導體（高強度利空, 信心100%, 中期） / 升息 → 半導體（高強度利空, 信心100%, 即時） / 景氣轉弱 → 半導體（中強度利空, 信心100%, 中期） / 美元貶值 → 半導體（中強度利空, 信心70%, 短期） / 記憶體漲價 → 記憶體（高強度利多, 信心70%, 短期）"
2026-08-05,2880.TW,BUY,2.0,升息,金融,1.0,"升息 → 金融（中強度利多, 信心100%, 即時）"
2026-08-05,2881.TW,BUY,2.0,升息,金融,1.0,"升息 → 金融（中強度利多, 信心100%, 即時）"
2026-08-05,2882.TW,BUY,2.0,升息,金融,1.0,"升息 → 金融（中強度利多, 信心100%, 即時）"
2026-08-05,2884.TW,BUY,2.0,升息,金融,1.0,"升息 → 金融（中強度利多, 信心100%, 即時）"
2026-08-05,2886.TW,BUY,2.0,升息,金融,1.0,"升息 → 金融（中強度利多, 信心100%, 即時）"
2026-08-05,3576.TWO,NEUTRAL,1.78,政策補助,綠能,0.7,"政策補助 → 綠能（高強度利多, 信心70%, 短期）"
2026-08-05,6443.TW,NEUTRAL,1.78,政策補助,綠能,0.7,"政策補助 → 綠能（高強度利多, 信心70%, 短期）"
2026-08-05,3691.TW,NEUTRAL,1.78,政策補助,綠能,0.7,"政策補助 → 綠能（高強度利多, 信心70%, 短期）"
2026-08-05,2408.TW,NEUTRAL,1.78,記憶體漲價,記憶體,0.7,"記憶體漲價 → 記憶體（高強度利多, 信心70%, 短期）"
2026-08-05,3260.TW,NEUTRAL,1.78,記憶體漲價,記憶體,0.7,"記憶體漲價 → 記憶體（高強度利多, 信心70%, 短期）"
2026-08-05,6505.TW,NEUTRAL,0.77,通膨上升 | 油價下降,油電燃氣,0.85,"通膨上升 → 油電燃氣（高強度利多, 信心100%, 短期） / 油價下降 → 油電燃氣（高強度利空, 信心70%, 短期）"
2026-08-05,8917.TW,NEUTRAL,0.77,通膨上升 | 油價下降,油電燃氣,0.85,"通膨上升 → 油電燃氣（高強度利多, 信心100%, 短期） / 油價下降 → 油電燃氣（高強度利空, 信心70%, 短期）"
