date,stock_code,direction,score,events,industries,confidence,reasons
2026-08-25,6505.TW,BUY,8.55,戰爭升溫 | 通膨上升 | 油價上升,油電燃氣,1.0,"戰爭升溫 → 油電燃氣（高強度利多, 信心100%, 即時） / 通膨上升 → 油電燃氣（高強度利多, 信心100%, 短期） / 油價上升 → 油電燃氣（高強度利多, 信心100%, 即時）"
2026-08-25,8917.TW,BUY,8.55,戰爭升溫 | 通膨上升 | 油價上升,油電燃氣,1.0,"戰爭升溫 → 油電燃氣（高強度利多, 信心100%, 即時） / 通膨上升 → 油電燃氣（高強度利多, 信心100%, 短期） / 油價上升 → 油電燃氣（高強度利多, 信心100%, 即時）"
2026-08-25,2603.TW,SELL,-6.0,戰爭升溫 | 油價上升,交通運輸及航運,1.0,"戰爭升溫 → 交通運輸及航運（高強度利空, 信心100%, 即時） / 油價上升 → 交通運輸及航運（高強度利空, 信心100%, 即時）"
2026-08-25,2609.TW,SELL,-6.0,戰爭升溫 | 油價上升,交通運輸及航運,1.0,"戰爭升溫 → 交通運輸及航運（高強度利空, 信心100%, 即時） / 油價上升 → 交通運輸及航運（高強度利空, 信心100%, 即時）"
2026-08-25,2615.TW,SELL,-6.0,戰爭升溫 | 油價上升,交通運輸及航運,1.0,"戰爭升溫 → 交通運輸及航運（高強度利空, 信心100%, 即時） / 油價上升 → 交通運輸及航運（高強度利空, 信心100%, 即時）"
2026-08-25,2618.TW,SELL,-6.0,戰爭升溫 | 油價上升,交通運輸及航運,1.0,"戰爭升溫 → 交通運輸及航運（高強度利空, 信心100%, 即時） / 油價上升 → 交通運輸及航運（高強度利空, 信心100%, 即時）"
2026-08-25,2330.TW,SELL,-3.54,關稅/貿易戰 | AI熱潮 | 景氣轉弱 | 美元貶值 | 升息,半導體,0.88,"關稅/貿易戰 → 半導體（高強度利空, 信心100%, 中期） / AI熱潮 → 半導體（高強度利多, 信心100%, 即時） / 景氣轉弱 → 半導體（中強度利空, 信心100%, 中期） / 美元貶值 → 半導體（中強度利空, 信心70%, 短期） / 升息 → 半導體（高強度利空, 信心70%, 即時）"
2026-08-25,2454.TW,SELL,-3.54,關稅/貿易戰 | AI熱潮 | 景氣轉弱 | 美元貶值 | 升息,半導體,0.88,"關稅/貿易戰 → 半導體（高強度利空, 信心100%, 中期） / AI熱潮 → 半導體（高強度利多, 信心100%, 即時） / 景氣轉弱 → 半導體（中強度利空, 信心100%, 中期） / 美元貶值 → 半導體（中強度利空, 信心70%, 短期） / 升息 → 半導體（高強度利空, 信心70%, 即時）"
2026-08-25,2303.TW,SELL,-3.54,關稅/貿易戰 | AI熱潮 | 景氣轉弱 | 美元貶值 | 升息,半導體,0.88,"關稅/貿易戰 → 半導體（高強度利空, 信心100%, 中期） / AI熱潮 → 半導體（高強度利多, 信心100%, 即時） / 景氣轉弱 → 半導體（中強度利空, 信心100%, 中期） / 美元貶值 → 半導體（中強度利空, 信心70%, 短期） / 升息 → 半導體（高強度利空, 信心70%, 即時）"
2026-08-25,2344.TW,SELL,-3.54,關稅/貿易戰 | AI熱潮 | 景氣轉弱 | 美元貶值 | 升息,半導體,0.88,"關稅/貿易戰 → 半導體（高強度利空, 信心100%, 中期） / AI熱潮 → 半導體（高強度利多, 信心100%, 即時） / 景氣轉弱 → 半導體（中強度利空, 信心100%, 中期） / 美元貶值 → 半導體（中強度利空, 信心70%, 短期） / 升息 → 半導體（高強度利空, 信心70%, 即時）"
2026-08-25,3711.TW,SELL,-3.54,關稅/貿易戰 | AI熱潮 | 景氣轉弱 | 美元貶值 | 升息,半導體,0.88,"關稅/貿易戰 → 半導體（高強度利空, 信心100%, 中期） / AI熱潮 → 半導體（高強度利多, 信心100%, 即時） / 景氣轉弱 → 半導體（中強度利空, 信心100%, 中期） / 美元貶值 → 半導體（中強度利空, 信心70%, 短期） / 升息 → 半導體（高強度利空, 信心70%, 即時）"
2026-08-25,2880.TW,BUY,3.4,戰爭升溫 | 升息,金融,0.85,"戰爭升溫 → 金融（中強度利多, 信心100%, 即時） / 升息 → 金融（中強度利多, 信心70%, 即時）"
2026-08-25,2881.TW,BUY,3.4,戰爭升溫 | 升息,金融,0.85,"戰爭升溫 → 金融（中強度利多, 信心100%, 即時） / 升息 → 金融（中強度利多, 信心70%, 即時）"
