date,stock_code,direction,score,events,industries,confidence,reasons
2026-09-24,2382.TW,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-09-24,2356.TW,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-09-24,2308.TW,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-09-24,3017.TW,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-09-24,6669.TWO,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-09-24,2515.TW,SELL,-3.0,升息,建材營造,1.0,"升息 → 建材營造（高強度利空, 信心100%, 即時）"
2026-09-24,5534.TW,SELL,-3.0,升息,建材營造,1.0,"升息 → 建材營造（高強度利空, 信心100%, 即時）"
2026-09-24,2504.TW,SELL,-3.0,升息,建材營造,1.0,"升息 → 建材營造（高強度利空, 信心100%, 即時）"
2026-09-24,2330.TW,SELL,-2.86,AI熱潮 | 升息 | 關稅/貿易戰 | 景氣轉弱,半導體,0.93,"AI熱潮 → 半導體（高強度利多, 信心100%, 即時） / 升息 → 半導體（高強度利空, 信心100%, 即時） / 關稅/貿易戰 → 半導體（高強度利空, 信心100%, 中期） / 景氣轉弱 → 半導體（中強度利空, 信心70%, 中期）"
2026-09-24,2454.TW,SELL,-2.86,AI熱潮 | 升息 | 關稅/貿易戰 | 景氣轉弱,半導體,0.93,"AI熱潮 → 半導體（高強度利多, 信心100%, 即時） / 升息 → 半導體（高強度利空, 信心100%, 即時） / 關稅/貿易戰 → 半導體（高強度利空, 信心100%, 中期） / 景氣轉弱 → 半導體（中強度利空, 信心70%, 中期）"
2026-09-24,2303.TW,SELL,-2.86,AI熱潮 | 升息 | 關稅/貿易戰 | 景氣轉弱,半導體,0.93,"AI熱潮 → 半導體（高強度利多, 信心100%, 即時） / 升息 → 半導體（高強度利空, 信心100%, 即時） / 關稅/貿易戰 → 半導體（高強度利空, 信心100%, 中期） / 景氣轉弱 → 半導體（中強度利空, 信心70%, 中期）"
2026-09-24,3711.TW,SELL,-2.86,AI熱潮 | 升息 | 關稅/貿易戰 | 景氣轉弱,半導體,0.93,"AI熱潮 → 半導體（高強度利多, 信心100%, 即時） / 升息 → 半導體（高強度利空, 信心100%, 即時） / 關稅/貿易戰 → 半導體（高強度利空, 信心100%, 中期） / 景氣轉弱 → 半導體（中強度利空, 信心70%, 中期）"
2026-09-24,3576.TWO,BUY,2.55,政策補助,綠能,1.0,"政策補助 → 綠能（高強度利多, 信心100%, 短期）"
2026-09-24,6443.TW,BUY,2.55,政策補助,綠能,1.0,"政策補助 → 綠能（高強度利多, 信心100%, 短期）"
2026-09-24,3691.TW,BUY,2.55,政策補助,綠能,1.0,"政策補助 → 綠能（高強度利多, 信心100%, 短期）"
2026-09-24,2317.TW,SELL,-2.39,關稅/貿易戰 | 記憶體漲價 | 通膨上升 | 景氣轉弱,電子零組件,0.77,"關稅/貿易戰 → 電子零組件（高強度利多, 信心100%, 中期） / 記憶體漲價 → 電子零組件（中強度利空, 信心70%, 短期） / 通膨上升 → 電子零組件（高強度利空, 信心70%, 短期） / 景氣轉弱 → 電子零組件（高強度利空, 信心70%, 中期）"
2026-09-24,2327.TW,SELL,-2.39,關稅/貿易戰 | 記憶體漲價 | 通膨上升 | 景氣轉弱,電子零組件,0.77,"關稅/貿易戰 → 電子零組件（高強度利多, 信心100%, 中期） / 記憶體漲價 → 電子零組件（中強度利空, 信心70%, 短期） / 通膨上升 → 電子零組件（高強度利空, 信心70%, 短期） / 景氣轉弱 → 電子零組件（高強度利空, 信心70%, 中期）"
2026-09-24,3037.TW,SELL,-2.39,關稅/貿易戰 | 記憶體漲價 | 通膨上升 | 景氣轉弱,電子零組件,0.77,"關稅/貿易戰 → 電子零組件（高強度利多, 信心100%, 中期） / 記憶體漲價 → 電子零組件（中強度利空, 信心70%, 短期） / 通膨上升 → 電子零組件（高強度利空, 信心70%, 短期） / 景氣轉弱 → 電子零組件（高強度利空, 信心70%, 中期）"
2026-09-24,2880.TW,BUY,2.0,升息,金融,1.0,"升息 → 金融（中強度利多, 信心100%, 即時）"
2026-09-24,2881.TW,BUY,2.0,升息,金融,1.0,"升息 → 金融（中強度利多, 信心100%, 即時）"
2026-09-24,2882.TW,BUY,2.0,升息,金融,1.0,"升息 → 金融（中強度利多, 信心100%, 即時）"
2026-09-24,2884.TW,BUY,2.0,升息,金融,1.0,"升息 → 金融（中強度利多, 信心100%, 即時）"
2026-09-24,2886.TW,BUY,2.0,升息,金融,1.0,"升息 → 金融（中強度利多, 信心100%, 即時）"
2026-09-24,2408.TW,NEUTRAL,1.78,記憶體漲價,記憶體,0.7,"記憶體漲價 → 記憶體（高強度利多, 信心70%, 短期）"
2026-09-24,3260.TW,NEUTRAL,1.78,記憶體漲價,記憶體,0.7,"記憶體漲價 → 記憶體（高強度利多, 信心70%, 短期）"
2026-09-24,6505.TW,NEUTRAL,1.78,通膨上升,油電燃氣,0.7,"通膨上升 → 油電燃氣（高強度利多, 信心70%, 短期）"
2026-09-24,8917.TW,NEUTRAL,1.78,通膨上升,油電燃氣,0.7,"通膨上升 → 油電燃氣（高強度利多, 信心70%, 短期）"
